"","Group.1","Group.2","Group.3","Group.4","Group.5","Group.6","Group.7","x"
"58",2,"Berkut","F",12,"Y",2,1,NA
"59",2,"Hiline","F",12,"Y",2,1,6
"60",2,"Berkut","H",12,"Y",2,1,5.5
"61",2,"Hiline","H",12,"Y",2,1,5.7
"62",2,"Berkut","S",12,"Y",2,1,7.4
"63",2,"MTH","C",14,"Y",2,1,NA
"64",2,"Vida","C",14,"Y",2,1,7.5
"65",2,"MTH","D",14,"Y",2,1,NA
"66",2,"Vida","D",14,"Y",2,1,NA
"67",2,"MTH","F",14,"Y",2,1,NA
"68",2,"Vida","F",14,"Y",2,1,7.4
"69",2,"Vida","H",14,"Y",2,1,7
"70",2,"MTH","S",14,"Y",2,1,NA
"71",2,"Vida","S",14,"Y",2,1,8.8
"72",2,"Berkut","C",12,"N",3,1,7.8
"73",2,"Berkut","D",12,"N",3,1,6
"74",2,"Hiline","D",12,"N",3,1,5.5
"75",2,"Berkut","F",12,"N",3,1,6
"76",2,"Hiline","F",12,"N",3,1,5.1
"77",2,"Berkut","H",12,"N",3,1,7
"78",2,"Hiline","H",12,"N",3,1,5.9
"79",2,"Berkut","S",12,"N",3,1,7.6
"80",2,"Hiline","S",12,"N",3,1,NA
"81",2,"MTH","C",14,"N",3,1,7.5
"82",2,"Vida","C",14,"N",3,1,NA
"83",2,"MTH","D",14,"N",3,1,NA
"84",2,"Vida","D",14,"N",3,1,6
"85",2,"MTH","F",14,"N",3,1,6.9
"86",2,"Vida","F",14,"N",3,1,NA
"87",2,"MTH","H",14,"N",3,1,7.8
"88",2,"Vida","H",14,"N",3,1,5.9
"89",2,"Berkut","C",12,"Y",3,1,4.7
"90",2,"Hiline","C",12,"Y",3,1,6.1
"91",2,"Hiline","D",12,"Y",3,1,5
"92",2,"Berkut","F",12,"Y",3,1,5.2
"93",2,"Hiline","F",12,"Y",3,1,NA
"94",2,"Hiline","H",12,"Y",3,1,NA
"95",2,"Berkut","S",12,"Y",3,1,6.3
"96",2,"MTH","C",14,"Y",3,1,NA
"97",2,"Vida","C",14,"Y",3,1,8.3
"98",2,"MTH","D",14,"Y",3,1,NA
"99",2,"Vida","D",14,"Y",3,1,NA
"100",2,"MTH","F",14,"Y",3,1,7.1
"101",2,"Vida","F",14,"Y",3,1,7.3
"102",2,"MTH","H",14,"Y",3,1,NA
"103",2,"Vida","H",14,"Y",3,1,NA
"104",2,"MTH","S",14,"Y",3,1,NA
"105",2,"Berkut","C",12,"N",4,1,7.6
"106",2,"Berkut","D",12,"N",4,1,6
"107",2,"Hiline","D",12,"N",4,1,7.6
"108",2,"Berkut","F",12,"N",4,1,7
"109",2,"Hiline","F",12,"N",4,1,5.5
"110",2,"Berkut","H",12,"N",4,1,NA
"111",2,"Hiline","H",12,"N",4,1,NA
"112",2,"Berkut","S",12,"N",4,1,NA
"113",2,"MTH","C",14,"N",4,1,NA
"114",2,"Vida","C",14,"N",4,1,NA
"115",2,"MTH","D",14,"N",4,1,NA
"116",2,"Vida","D",14,"N",4,1,8.1
"117",2,"MTH","F",14,"N",4,1,NA
"118",2,"Vida","F",14,"N",4,1,6.5
"119",2,"Vida","H",14,"N",4,1,8.1
"120",2,"Vida","S",14,"N",4,1,NA
"121",2,"Berkut","C",12,"Y",4,1,NA
"122",2,"Hiline","C",12,"Y",4,1,5.3
"123",2,"Berkut","D",12,"Y",4,1,5.6
"124",2,"Hiline","D",12,"Y",4,1,5.8
"125",2,"Berkut","F",12,"Y",4,1,NA
"126",2,"Hiline","F",12,"Y",4,1,NA
"127",2,"Berkut","H",12,"Y",4,1,8.5
"128",2,"Hiline","H",12,"Y",4,1,5.1
"129",2,"Berkut","S",12,"Y",4,1,5.9
"130",2,"MTH","C",14,"Y",4,1,NA
"131",2,"Vida","C",14,"Y",4,1,NA
"132",2,"MTH","D",14,"Y",4,1,7.6
"133",2,"Vida","D",14,"Y",4,1,6.2
"134",2,"MTH","F",14,"Y",4,1,3.9
"135",2,"Vida","F",14,"Y",4,1,7.5
"136",2,"MTH","H",14,"Y",4,1,8
"137",2,"Vida","H",14,"Y",4,1,7.8
"138",2,"MTH","S",14,"Y",4,1,8.3
"139",2,"Vida","S",14,"Y",4,1,NA
"140",2,"Berkut","C",12,"N",5,1,4.5
"141",2,"Berkut","D",12,"N",5,1,7
"142",2,"Hiline","D",12,"N",5,1,5
"143",2,"Berkut","F",12,"N",5,1,4.6
"144",2,"Hiline","F",12,"N",5,1,5.6
"145",2,"Berkut","H",12,"N",5,1,7
"146",2,"Hiline","H",12,"N",5,1,5.2
"147",2,"Berkut","S",12,"N",5,1,7.5
"148",2,"Hiline","S",12,"N",5,1,NA
"149",2,"MTH","C",14,"N",5,1,7.8
"150",2,"Vida","C",14,"N",5,1,NA
"151",2,"Vida","D",14,"N",5,1,NA
"152",2,"MTH","F",14,"N",5,1,NA
"153",2,"Vida","F",14,"N",5,1,8
"154",2,"MTH","H",14,"N",5,1,NA
"155",2,"Vida","H",14,"N",5,1,7.2
"156",2,"MTH","S",14,"N",5,1,NA
"157",2,"Berkut","C",12,"Y",5,1,NA
"158",2,"Hiline","C",12,"Y",5,1,5.4
"159",2,"Berkut","D",12,"Y",5,1,8
"160",2,"Hiline","D",12,"Y",5,1,NA
"161",2,"Berkut","F",12,"Y",5,1,7.2
"162",2,"Hiline","F",12,"Y",5,1,6
"163",2,"Berkut","H",12,"Y",5,1,5.5
"164",2,"Hiline","H",12,"Y",5,1,NA
"165",2,"Berkut","S",12,"Y",5,1,NA
"166",2,"MTH","C",14,"Y",5,1,7.5
"167",2,"Vida","C",14,"Y",5,1,NA
"168",2,"MTH","D",14,"Y",5,1,7.5
"169",2,"Vida","D",14,"Y",5,1,9.5
"170",2,"MTH","F",14,"Y",5,1,NA
"171",2,"Vida","F",14,"Y",5,1,8.9
"172",2,"MTH","H",14,"Y",5,1,8
"173",2,"Vida","H",14,"Y",5,1,7.5
"174",2,"Vida","S",14,"Y",5,1,8.2
"175",2,"Berkut","C",12,"N",1,2,7.9
"176",2,"Berkut","D",12,"N",1,2,6
"177",2,"Hiline","D",12,"N",1,2,6
"178",2,"Berkut","F",12,"N",1,2,6.1
"179",2,"Hiline","F",12,"N",1,2,6
"180",2,"Berkut","H",12,"N",1,2,8.5
"181",2,"Hiline","H",12,"N",1,2,6.2
"182",2,"Hiline","S",12,"N",1,2,6.3
"183",2,"MTH","C",14,"N",1,2,NA
"184",2,"Vida","C",14,"N",1,2,6.8
"185",2,"Vida","D",14,"N",1,2,7.5
"186",2,"Vida","F",14,"N",1,2,7.4
"187",2,"Vida","H",14,"N",1,2,NA
"188",2,"Berkut","C",12,"Y",1,2,3.3
"189",2,"Hiline","C",12,"Y",1,2,3.7
"190",2,"Berkut","D",12,"Y",1,2,7
"191",2,"Hiline","D",12,"Y",1,2,5.6
"192",2,"Hiline","F",12,"Y",1,2,7.2
"193",2,"Berkut","H",12,"Y",1,2,NA
"194",2,"Hiline","H",12,"Y",1,2,5.1
"195",2,"Berkut","S",12,"Y",1,2,5.4
"196",2,"Vida","C",14,"Y",1,2,4.1
"197",2,"MTH","D",14,"Y",1,2,NA
"198",2,"Vida","D",14,"Y",1,2,6.5
"199",2,"Vida","F",14,"Y",1,2,NA
"200",2,"Vida","H",14,"Y",1,2,7.3
"201",2,"MTH","S",14,"Y",1,2,NA
"202",2,"Vida","S",14,"Y",1,2,7
"203",2,"Berkut","C",12,"N",2,2,8
"204",2,"Berkut","D",12,"N",2,2,6.1
"205",2,"Hiline","D",12,"N",2,2,6.5
"206",2,"Berkut","F",12,"N",2,2,6.5
"207",2,"Hiline","F",12,"N",2,2,6
"208",2,"Berkut","H",12,"N",2,2,8.7
"209",2,"Berkut","S",12,"N",2,2,8.5
"210",2,"Hiline","S",12,"N",2,2,6
"211",2,"MTH","D",14,"N",2,2,NA
"212",2,"Vida","D",14,"N",2,2,5.5
"213",2,"MTH","F",14,"N",2,2,NA
"214",2,"Vida","F",14,"N",2,2,8.7
"215",2,"Vida","H",14,"N",2,2,9
"216",2,"MTH","S",14,"N",2,2,8.8
"217",2,"Berkut","C",12,"Y",2,2,NA
"218",2,"Hiline","C",12,"Y",2,2,NA
"219",2,"Berkut","D",12,"Y",2,2,NA
"220",2,"Hiline","D",12,"Y",2,2,4.5
"221",2,"Berkut","F",12,"Y",2,2,5.9
"222",2,"Hiline","F",12,"Y",2,2,7
"223",2,"Berkut","H",12,"Y",2,2,6.6
"224",2,"Hiline","H",12,"Y",2,2,NA
"225",2,"Berkut","S",12,"Y",2,2,5.6
"226",2,"Vida","C",14,"Y",2,2,7.4
"227",2,"MTH","D",14,"Y",2,2,NA
"228",2,"Vida","D",14,"Y",2,2,6.8
"229",2,"MTH","F",14,"Y",2,2,7.5
"230",2,"Vida","F",14,"Y",2,2,6.1
"231",2,"Vida","H",14,"Y",2,2,5.5
"232",2,"MTH","S",14,"Y",2,2,NA
"233",2,"Vida","S",14,"Y",2,2,7.2
"234",2,"Berkut","C",12,"N",3,2,7.6
"235",2,"Berkut","D",12,"N",3,2,6
"236",2,"Hiline","D",12,"N",3,2,5
"237",2,"Berkut","F",12,"N",3,2,NA
"238",2,"Hiline","F",12,"N",3,2,NA
"239",2,"Berkut","H",12,"N",3,2,7.4
"240",2,"Hiline","H",12,"N",3,2,5.2
"241",2,"Berkut","S",12,"N",3,2,8
"242",2,"Hiline","S",12,"N",3,2,NA
"243",2,"Vida","C",14,"N",3,2,NA
"244",2,"MTH","D",14,"N",3,2,NA
"245",2,"Vida","D",14,"N",3,2,6
"246",2,"Vida","F",14,"N",3,2,6.5
"247",2,"MTH","H",14,"N",3,2,7.5
"248",2,"Vida","H",14,"N",3,2,NA
"249",2,"Berkut","C",12,"Y",3,2,6.5
"250",2,"Hiline","C",12,"Y",3,2,6.1
"251",2,"Hiline","D",12,"Y",3,2,5.3
"252",2,"Berkut","F",12,"Y",3,2,5.4
"253",2,"Hiline","F",12,"Y",3,2,6.3
"254",2,"Hiline","H",12,"Y",3,2,NA
"255",2,"Berkut","S",12,"Y",3,2,5.5
"256",2,"Vida","C",14,"Y",3,2,6.6
"257",2,"MTH","D",14,"Y",3,2,NA
"258",2,"Vida","D",14,"Y",3,2,NA
"259",2,"MTH","F",14,"Y",3,2,7.7
"260",2,"Vida","F",14,"Y",3,2,NA
"261",2,"Vida","H",14,"Y",3,2,7.5
"262",2,"MTH","S",14,"Y",3,2,NA
"263",2,"Berkut","C",12,"N",4,2,6.7
"264",2,"Berkut","D",12,"N",4,2,5.5
"265",2,"Hiline","D",12,"N",4,2,6.1
"266",2,"Berkut","F",12,"N",4,2,7.6
"267",2,"Hiline","F",12,"N",4,2,NA
"268",2,"Berkut","H",12,"N",4,2,6.3
"269",2,"Hiline","H",12,"N",4,2,6.2
"270",2,"Berkut","S",12,"N",4,2,6.8
"271",2,"Vida","C",14,"N",4,2,NA
"272",2,"MTH","D",14,"N",4,2,NA
"273",2,"Vida","D",14,"N",4,2,8.2
"274",2,"Vida","F",14,"N",4,2,5.5
"275",2,"Vida","H",14,"N",4,2,6.7
"276",2,"Vida","S",14,"N",4,2,8
"277",2,"Berkut","C",12,"Y",4,2,4.5
"278",2,"Hiline","C",12,"Y",4,2,6.1
"279",2,"Berkut","D",12,"Y",4,2,4.8
"280",2,"Hiline","D",12,"Y",4,2,5.2
"281",2,"Berkut","F",12,"Y",4,2,NA
"282",2,"Hiline","F",12,"Y",4,2,NA
"283",2,"Berkut","H",12,"Y",4,2,7
"284",2,"Hiline","H",12,"Y",4,2,NA
"285",2,"MTH","C",14,"Y",4,2,NA
"286",2,"Vida","C",14,"Y",4,2,6.9
"287",2,"Vida","D",14,"Y",4,2,8.6
"288",2,"Vida","F",14,"Y",4,2,6.5
"289",2,"MTH","H",14,"Y",4,2,7.8
"290",2,"Vida","H",14,"Y",4,2,7
"291",2,"MTH","S",14,"Y",4,2,NA
"292",2,"Vida","S",14,"Y",4,2,5.6
"293",2,"Berkut","D",12,"N",5,2,6.3
"294",2,"Hiline","D",12,"N",5,2,NA
"295",2,"Berkut","F",12,"N",5,2,3.5
"296",2,"Hiline","F",12,"N",5,2,NA
"297",2,"Berkut","H",12,"N",5,2,8.3
"298",2,"Hiline","H",12,"N",5,2,NA
"299",2,"Berkut","S",12,"N",5,2,7.6
"300",2,"Hiline","S",12,"N",5,2,NA
"301",2,"Vida","C",14,"N",5,2,NA
"302",2,"Vida","D",14,"N",5,2,8.2
"303",2,"MTH","F",14,"N",5,2,NA
"304",2,"Vida","F",14,"N",5,2,7.5
"305",2,"Vida","H",14,"N",5,2,NA
"306",2,"Berkut","C",12,"Y",5,2,3.8
"307",2,"Hiline","C",12,"Y",5,2,5.6
"308",2,"Berkut","D",12,"Y",5,2,6.9
"309",2,"Hiline","D",12,"Y",5,2,6
"310",2,"Berkut","F",12,"Y",5,2,6.3
"311",2,"Hiline","F",12,"Y",5,2,NA
"312",2,"Berkut","H",12,"Y",5,2,6
"313",2,"Hiline","H",12,"Y",5,2,NA
"314",2,"MTH","C",14,"Y",5,2,8.2
"315",2,"Vida","C",14,"Y",5,2,7.9
"316",2,"Vida","D",14,"Y",5,2,9.5
"317",2,"MTH","F",14,"Y",5,2,NA
"318",2,"Vida","F",14,"Y",5,2,NA
"319",2,"MTH","H",14,"Y",5,2,NA
"320",2,"Vida","H",14,"Y",5,2,NA
"321",2,"Vida","S",14,"Y",5,2,9.4
"322",2,"Berkut","C",12,"N",1,3,7.8
"323",2,"Berkut","D",12,"N",1,3,3
"324",2,"Hiline","D",12,"N",1,3,6.5
"325",2,"Berkut","F",12,"N",1,3,7
"326",2,"Hiline","F",12,"N",1,3,5.5
"327",2,"Berkut","H",12,"N",1,3,7.2
"328",2,"Hiline","H",12,"N",1,3,5.7
"329",2,"Hiline","S",12,"N",1,3,6.5
"330",2,"Vida","C",14,"N",1,3,NA
"331",2,"Vida","D",14,"N",1,3,8
"332",2,"Vida","F",14,"N",1,3,8.1
"333",2,"Vida","H",14,"N",1,3,NA
"334",2,"Berkut","C",12,"Y",1,3,NA
"335",2,"Hiline","C",12,"Y",1,3,5
"336",2,"Berkut","D",12,"Y",1,3,NA
"337",2,"Hiline","D",12,"Y",1,3,4.7
"338",2,"Hiline","F",12,"Y",1,3,NA
"339",2,"Berkut","H",12,"Y",1,3,7.5
"340",2,"Hiline","H",12,"Y",1,3,5.4
"341",2,"Berkut","S",12,"Y",1,3,4.5
"342",2,"Vida","C",14,"Y",1,3,7
"343",2,"Vida","F",14,"Y",1,3,NA
"344",2,"Vida","H",14,"Y",1,3,4.5
"345",2,"Berkut","C",12,"N",2,3,8
"346",2,"Berkut","D",12,"N",2,3,5.3
"347",2,"Hiline","D",12,"N",2,3,6.5
"348",2,"Berkut","F",12,"N",2,3,NA
"349",2,"Hiline","F",12,"N",2,3,7
"350",2,"Berkut","H",12,"N",2,3,6
"351",2,"Berkut","S",12,"N",2,3,7.4
"352",2,"Hiline","S",12,"N",2,3,6.6
"353",2,"Vida","D",14,"N",2,3,6.1
"354",2,"Vida","F",14,"N",2,3,6.9
"355",2,"Vida","H",14,"N",2,3,NA
"356",2,"MTH","S",14,"N",2,3,8
"357",2,"Berkut","C",12,"Y",2,3,7.8
"358",2,"Hiline","C",12,"Y",2,3,NA
"359",2,"Hiline","D",12,"Y",2,3,NA
"360",2,"Hiline","F",12,"Y",2,3,NA
"361",2,"Hiline","H",12,"Y",2,3,NA
"362",2,"Berkut","S",12,"Y",2,3,6.2
"363",2,"Vida","C",14,"Y",2,3,7.8
"364",2,"Vida","D",14,"Y",2,3,8
"365",2,"Vida","F",14,"Y",2,3,6.8
"366",2,"Vida","H",14,"Y",2,3,5.7
"367",2,"Vida","S",14,"Y",2,3,NA
"368",2,"Berkut","C",12,"N",3,3,7.9
"369",2,"Berkut","D",12,"N",3,3,6.2
"370",2,"Hiline","D",12,"N",3,3,5
"371",2,"Hiline","F",12,"N",3,3,4.9
"372",2,"Berkut","H",12,"N",3,3,5.2
"373",2,"Hiline","H",12,"N",3,3,6.1
"374",2,"Berkut","S",12,"N",3,3,7.8
"375",2,"Hiline","S",12,"N",3,3,NA
"376",2,"Vida","C",14,"N",3,3,NA
"377",2,"Vida","D",14,"N",3,3,7
"378",2,"Vida","F",14,"N",3,3,6.5
"379",2,"Vida","H",14,"N",3,3,8.5
"380",2,"Berkut","C",12,"Y",3,3,8
"381",2,"Hiline","C",12,"Y",3,3,5.65
"382",2,"Hiline","D",12,"Y",3,3,5
"383",2,"Berkut","F",12,"Y",3,3,5.5
"384",2,"Hiline","F",12,"Y",3,3,6.6
"385",2,"Hiline","H",12,"Y",3,3,NA
"386",2,"Berkut","S",12,"Y",3,3,4.6
"387",2,"Vida","C",14,"Y",3,3,8.2
"388",2,"Vida","D",14,"Y",3,3,NA
"389",2,"Vida","F",14,"Y",3,3,8.8
"390",2,"Vida","H",14,"Y",3,3,5.5
"391",2,"Berkut","C",12,"N",4,3,7.7
"392",2,"Berkut","D",12,"N",4,3,5.5
"393",2,"Hiline","D",12,"N",4,3,7.5
"394",2,"Berkut","F",12,"N",4,3,7.4
"395",2,"Hiline","F",12,"N",4,3,5.5
"396",2,"Berkut","H",12,"N",4,3,5.5
"397",2,"Hiline","H",12,"N",4,3,5.9
"398",2,"Berkut","S",12,"N",4,3,5.5
"399",2,"Vida","C",14,"N",4,3,8.3
"400",2,"Vida","D",14,"N",4,3,6.5
"401",2,"Vida","F",14,"N",4,3,5
"402",2,"Vida","H",14,"N",4,3,8.9
"403",2,"Vida","S",14,"N",4,3,9.2
"404",2,"Hiline","C",12,"Y",4,3,4.6
"405",2,"Berkut","D",12,"Y",4,3,NA
"406",2,"Hiline","D",12,"Y",4,3,4.5
"407",2,"Berkut","F",12,"Y",4,3,4.2
"408",2,"Hiline","F",12,"Y",4,3,6.4
"409",2,"Berkut","H",12,"Y",4,3,7.5
"410",2,"Hiline","H",12,"Y",4,3,NA
"411",2,"MTH","C",14,"Y",4,3,NA
"412",2,"Vida","C",14,"Y",4,3,8.5
"413",2,"Vida","D",14,"Y",4,3,7
"414",2,"Vida","F",14,"Y",4,3,9
"415",2,"MTH","H",14,"Y",4,3,NA
"416",2,"Vida","H",14,"Y",4,3,4.5
"417",2,"MTH","S",14,"Y",4,3,NA
"418",2,"Vida","S",14,"Y",4,3,5.4
"419",2,"Berkut","D",12,"N",5,3,7
"420",2,"Hiline","D",12,"N",5,3,6
"421",2,"Berkut","F",12,"N",5,3,4.6
"422",2,"Hiline","F",12,"N",5,3,5.5
"423",2,"Berkut","H",12,"N",5,3,8.5
"424",2,"Hiline","H",12,"N",5,3,5.3
"425",2,"Berkut","S",12,"N",5,3,6.7
"426",2,"Hiline","S",12,"N",5,3,NA
"427",2,"Vida","C",14,"N",5,3,8
"428",2,"Vida","D",14,"N",5,3,7.7
"429",2,"Vida","F",14,"N",5,3,8
"430",2,"Vida","H",14,"N",5,3,NA
"431",2,"Berkut","C",12,"Y",5,3,6
"432",2,"Hiline","C",12,"Y",5,3,4.9
"433",2,"Berkut","D",12,"Y",5,3,6.8
"434",2,"Hiline","D",12,"Y",5,3,6.1
"435",2,"Berkut","F",12,"Y",5,3,5.3
"436",2,"Hiline","F",12,"Y",5,3,6.4
"437",2,"Berkut","H",12,"Y",5,3,8.5
"438",2,"Hiline","H",12,"Y",5,3,NA
"439",2,"Vida","C",14,"Y",5,3,5.6
"440",2,"Vida","D",14,"Y",5,3,NA
"441",2,"Vida","F",14,"Y",5,3,6.5
"442",2,"Vida","H",14,"Y",5,3,7.5
"443",2,"Vida","S",14,"Y",5,3,8.5
"444",2,"Berkut","C",12,"N",1,4,6.4
"445",2,"Berkut","D",12,"N",1,4,5.2
"446",2,"Hiline","D",12,"N",1,4,5.5
"447",2,"Berkut","F",12,"N",1,4,6.9
"448",2,"Hiline","F",12,"N",1,4,6
"449",2,"Berkut","H",12,"N",1,4,7
"450",2,"Hiline","H",12,"N",1,4,6.1
"451",2,"Hiline","S",12,"N",1,4,6.1
"452",2,"Vida","C",14,"N",1,4,7.5
"453",2,"Vida","D",14,"N",1,4,7.5
"454",2,"Vida","F",14,"N",1,4,6.9
"455",2,"Vida","H",14,"N",1,4,NA
"456",2,"Berkut","C",12,"Y",1,4,4.7
"457",2,"Hiline","C",12,"Y",1,4,3.9
"458",2,"Berkut","D",12,"Y",1,4,4.5
"459",2,"Hiline","D",12,"Y",1,4,NA
"460",2,"Hiline","F",12,"Y",1,4,5.4
"461",2,"Berkut","H",12,"Y",1,4,6
"462",2,"Hiline","H",12,"Y",1,4,NA
"463",2,"Vida","C",14,"Y",1,4,8.6
"464",2,"Berkut","C",12,"N",2,4,8.2
"465",2,"Berkut","D",12,"N",2,4,5.4
"466",2,"Hiline","D",12,"N",2,4,6
"467",2,"Berkut","F",12,"N",2,4,6.5
"468",2,"Hiline","F",12,"N",2,4,5
"469",2,"Berkut","H",12,"N",2,4,8.2
"470",2,"Berkut","S",12,"N",2,4,7.2
"471",2,"Hiline","S",12,"N",2,4,6.2
"472",2,"Vida","D",14,"N",2,4,6.5
"473",2,"Vida","F",14,"N",2,4,6.3
"474",2,"Vida","H",14,"N",2,4,8.5
"475",2,"Berkut","C",12,"Y",2,4,NA
"476",2,"Hiline","C",12,"Y",2,4,NA
"477",2,"Hiline","D",12,"Y",2,4,4.5
"478",2,"Hiline","H",12,"Y",2,4,NA
"479",2,"Berkut","S",12,"Y",2,4,5.5
"480",2,"Vida","C",14,"Y",2,4,5.6
"481",2,"Vida","D",14,"Y",2,4,5.3
"482",2,"Vida","F",14,"Y",2,4,8.5
"483",2,"Vida","H",14,"Y",2,4,6
"484",2,"Vida","S",14,"Y",2,4,5
"485",2,"Berkut","C",12,"N",3,4,NA
"486",2,"Berkut","D",12,"N",3,4,6.5
"487",2,"Hiline","F",12,"N",3,4,4.7
"488",2,"Berkut","H",12,"N",3,4,4.6
"489",2,"Hiline","H",12,"N",3,4,NA
"490",2,"Berkut","S",12,"N",3,4,8.9
"491",2,"Hiline","S",12,"N",3,4,6.5
"492",2,"Vida","C",14,"N",3,4,NA
"493",2,"Vida","D",14,"N",3,4,7
"494",2,"Vida","F",14,"N",3,4,7.5
"495",2,"Vida","H",14,"N",3,4,NA
"496",2,"Berkut","C",12,"Y",3,4,6.5
"497",2,"Hiline","C",12,"Y",3,4,6.6
"498",2,"Hiline","D",12,"Y",3,4,5.7
"499",2,"Hiline","F",12,"Y",3,4,NA
"500",2,"Hiline","H",12,"Y",3,4,4.7
"501",2,"Berkut","S",12,"Y",3,4,NA
"502",2,"Vida","C",14,"Y",3,4,5.3
"503",2,"Vida","D",14,"Y",3,4,NA
"504",2,"Vida","F",14,"Y",3,4,7.4
"505",2,"Vida","H",14,"Y",3,4,NA
"506",2,"Berkut","C",12,"N",4,4,6.5
"507",2,"Berkut","D",12,"N",4,4,5.5
"508",2,"Hiline","D",12,"N",4,4,NA
"509",2,"Berkut","F",12,"N",4,4,7
"510",2,"Hiline","F",12,"N",4,4,5
"511",2,"Hiline","H",12,"N",4,4,NA
"512",2,"Vida","C",14,"N",4,4,NA
"513",2,"Vida","D",14,"N",4,4,8.5
"514",2,"Vida","F",14,"N",4,4,6.5
"515",2,"Vida","H",14,"N",4,4,7.5
"516",2,"Vida","S",14,"N",4,4,8.5
"517",2,"Hiline","C",12,"Y",4,4,5.15
"518",2,"Hiline","D",12,"Y",4,4,4.5
"519",2,"Berkut","H",12,"Y",4,4,NA
"520",2,"Vida","C",14,"Y",4,4,NA
"521",2,"Vida","D",14,"Y",4,4,6.2
"522",2,"Vida","F",14,"Y",4,4,4.5
"523",2,"Vida","H",14,"Y",4,4,6
"524",2,"Vida","S",14,"Y",4,4,NA
"525",2,"Hiline","D",12,"N",5,4,6
"526",2,"Berkut","F",12,"N",5,4,4
"527",2,"Hiline","F",12,"N",5,4,NA
"528",2,"Berkut","H",12,"N",5,4,9.5
"529",2,"Hiline","H",12,"N",5,4,5.8
"530",2,"Berkut","S",12,"N",5,4,NA
"531",2,"Hiline","S",12,"N",5,4,7
"532",2,"Vida","C",14,"N",5,4,NA
"533",2,"Vida","D",14,"N",5,4,NA
"534",2,"Vida","F",14,"N",5,4,NA
"535",2,"Vida","H",14,"N",5,4,NA
"536",2,"Berkut","C",12,"Y",5,4,2.5
"537",2,"Hiline","C",12,"Y",5,4,5.2
"538",2,"Berkut","D",12,"Y",5,4,6.3
"539",2,"Hiline","D",12,"Y",5,4,4.2
"540",2,"Berkut","F",12,"Y",5,4,5.7
"541",2,"Berkut","H",12,"Y",5,4,11
"542",2,"Hiline","H",12,"Y",5,4,NA
"543",2,"Vida","C",14,"Y",5,4,5.3
"544",2,"Vida","D",14,"Y",5,4,6.5
"545",2,"Vida","F",14,"Y",5,4,8.8
"546",2,"Vida","H",14,"Y",5,4,6.5
