"","Rep","Line","BL","Chamber","HS","Plant","Spike","GrainNo"
"2951",3,"Vida","F",14,"N",4,9,12
"2952",3,"Vida","H",14,"N",4,9,5
"2953",3,"Hiline","D",12,"Y",4,9,21
"2954",3,"Hiline","H",12,"Y",4,9,13
"2955",3,"Vida","C",14,"Y",4,9,27
"2956",3,"Vida","D",14,"Y",4,9,19
"2957",3,"Hiline","F",12,"N",5,9,10
"2958",3,"Hiline","S",12,"N",5,9,17
"2959",3,"Vida","C",14,"N",5,9,30
"2960",3,"MTH","D",14,"N",5,9,13
"2961",3,"MTH","F",14,"N",5,9,0
"2962",3,"Vida","H",14,"N",5,9,21
"2963",3,"Vida","S",14,"N",5,9,0
"2964",3,"Hiline","C",12,"Y",5,9,14
"2965",3,"Hiline","S",12,"Y",5,9,15
"2966",3,"Vida","F",14,"Y",5,9,7
"2967",3,"MTH","H",14,"Y",5,9,13
"2968",3,"Vida","C",14,"N",1,10,27
"2969",3,"Vida","D",14,"N",1,10,30
"2970",3,"Vida","S",14,"N",1,10,15
"2971",3,"Hiline","C",12,"Y",1,10,11
"2972",3,"Hiline","F",12,"Y",1,10,15
"2973",3,"Hiline","S",12,"Y",1,10,3
"2974",3,"Vida","F",14,"Y",1,10,25
"2975",3,"Vida","S",14,"Y",1,10,9
"2976",3,"Vida","D",14,"N",2,10,10
"2977",3,"Vida","F",14,"N",2,10,3
"2978",3,"Hiline","H",12,"Y",2,10,4
"2979",3,"Vida","C",14,"N",3,10,0
"2980",3,"Vida","D",14,"N",3,10,18
"2981",3,"Hiline","D",12,"Y",3,10,16
"2982",3,"Hiline","H",12,"Y",3,10,14
"2983",3,"Vida","C",14,"Y",3,10,13
"2984",3,"Vida","D",14,"N",4,10,1
"2985",3,"Vida","F",14,"N",4,10,13
"2986",3,"Vida","H",14,"N",4,10,25
"2987",3,"Hiline","D",12,"Y",4,10,19
"2988",3,"Hiline","H",12,"Y",4,10,10
"2989",3,"Vida","C",14,"Y",4,10,29
"2990",3,"Hiline","F",12,"N",5,10,22
"2991",3,"Hiline","S",12,"N",5,10,21
"2992",3,"Vida","C",14,"N",5,10,17
"2993",3,"MTH","D",14,"N",5,10,5
"2994",3,"Vida","H",14,"N",5,10,12
"2995",3,"Vida","S",14,"N",5,10,15
"2996",3,"Hiline","C",12,"Y",5,10,13
"2997",3,"Hiline","S",12,"Y",5,10,13
"2998",3,"Vida","F",14,"Y",5,10,19
"2999",3,"MTH","H",14,"Y",5,10,16
"3000",3,"Vida","C",14,"N",1,11,12
"3001",3,"Vida","S",14,"N",1,11,0
"3002",3,"Hiline","C",12,"Y",1,11,3
"3003",3,"Hiline","F",12,"Y",1,11,9
"3004",3,"Vida","F",14,"Y",1,11,22
"3005",3,"Vida","S",14,"Y",1,11,25
"3006",3,"Vida","D",14,"N",2,11,3
"3007",3,"Vida","F",14,"N",2,11,30
"3008",3,"Hiline","H",12,"Y",2,11,10
"3009",3,"Vida","C",14,"N",3,11,32
"3010",3,"Vida","D",14,"N",3,11,0
"3011",3,"Hiline","D",12,"Y",3,11,19
"3012",3,"Hiline","H",12,"Y",3,11,8
"3013",3,"Vida","D",14,"N",4,11,3
"3014",3,"Vida","F",14,"N",4,11,18
"3015",3,"Hiline","D",12,"Y",4,11,14
"3016",3,"Hiline","H",12,"Y",4,11,8
"3017",3,"Hiline","F",12,"N",5,11,21
"3018",3,"Hiline","S",12,"N",5,11,18
"3019",3,"MTH","D",14,"N",5,11,26
"3020",3,"Vida","S",14,"N",5,11,16
"3021",3,"Hiline","C",12,"Y",5,11,0
"3022",3,"Hiline","S",12,"Y",5,11,4
"3023",3,"Vida","F",14,"Y",5,11,9
"3024",3,"MTH","H",14,"Y",5,11,16
"3025",3,"Vida","C",14,"N",1,12,9
"3026",3,"Vida","S",14,"N",1,12,10
"3027",3,"Hiline","C",12,"Y",1,12,11
"3028",3,"Hiline","F",12,"Y",1,12,6
"3029",3,"Vida","F",14,"Y",1,12,13
"3030",3,"Vida","S",14,"Y",1,12,44
"3031",3,"Vida","D",14,"N",2,12,3
"3032",3,"Vida","F",14,"N",2,12,14
"3033",3,"Hiline","H",12,"Y",2,12,3
"3034",3,"Vida","C",14,"N",3,12,5
"3035",3,"Hiline","H",12,"Y",3,12,3
"3036",3,"Vida","D",14,"N",4,12,33
"3037",3,"Vida","F",14,"N",4,12,22
"3038",3,"Hiline","D",12,"Y",4,12,4
"3039",3,"Hiline","H",12,"Y",4,12,14
"3040",3,"Vida","S",14,"N",5,12,40
"3041",3,"Hiline","C",12,"Y",5,12,10
"3042",3,"Hiline","S",12,"Y",5,12,2
"3043",3,"Vida","F",14,"Y",5,12,11
"3044",3,"Vida","C",14,"N",1,13,32
"3045",3,"Vida","S",14,"N",1,13,34
"3046",3,"Hiline","C",12,"Y",1,13,6
"3047",3,"Vida","F",14,"Y",1,13,18
"3048",3,"Vida","S",14,"Y",1,13,30
"3049",3,"Vida","F",14,"N",2,13,6
"3050",3,"Hiline","H",12,"Y",2,13,3
"3051",3,"Vida","C",14,"N",3,13,7
"3052",3,"Hiline","H",12,"Y",3,13,0
"3053",3,"Vida","D",14,"N",4,13,0
"3054",3,"Vida","F",14,"N",4,13,13
"3055",3,"Hiline","D",12,"Y",4,13,17
"3056",3,"Hiline","H",12,"Y",4,13,3
"3057",3,"Vida","S",14,"N",5,13,10
"3058",3,"Hiline","C",12,"Y",5,13,7
"3059",3,"Hiline","S",12,"Y",5,13,2
"3060",3,"Vida","F",14,"Y",5,13,7
"3061",3,"Vida","C",14,"N",1,14,0
"3062",3,"Vida","S",14,"N",1,14,22
"3063",3,"Hiline","C",12,"Y",1,14,21
"3064",3,"Vida","F",14,"Y",1,14,23
"3065",3,"Vida","S",14,"Y",1,14,19
"3066",3,"Vida","F",14,"N",2,14,21
"3067",3,"Hiline","H",12,"Y",2,14,6
"3068",3,"Vida","C",14,"N",3,14,3
"3069",3,"Vida","D",14,"N",4,14,0
"3070",3,"Vida","S",14,"N",5,14,25
"3071",3,"Hiline","C",12,"Y",5,14,10
"3072",3,"Hiline","S",12,"Y",5,14,15
"3073",3,"Vida","S",14,"N",1,15,37
"3074",3,"Hiline","C",12,"Y",1,15,2
"3075",3,"Vida","S",14,"Y",1,15,26
"3076",3,"Vida","C",14,"N",3,15,0
"3077",3,"Vida","S",14,"N",5,15,19
"3078",3,"Hiline","C",12,"Y",5,15,19
"3079",3,"Hiline","S",12,"Y",5,15,12
"3080",3,"Vida","S",14,"N",1,16,1
"3081",3,"Hiline","C",12,"Y",1,16,3
"3082",3,"Vida","S",14,"Y",1,16,3
"3083",3,"Vida","C",14,"N",3,16,1
"3084",3,"Vida","S",14,"N",5,16,18
"3085",3,"Hiline","C",12,"Y",5,16,14
"3086",3,"Vida","S",14,"N",1,17,1
"3087",3,"Vida","S",14,"N",5,17,2
"3088",3,"Hiline","C",12,"Y",5,17,6
"3089",3,"Vida","S",14,"N",5,18,19
"3090",3,"Hiline","C",12,"Y",5,18,1
"3091",3,"Vida","S",14,"N",5,19,38
"3092",3,"Hiline","C",12,"Y",5,19,12
"3093",3,"Vida","S",14,"N",5,20,13
"3094",3,"Hiline","C",12,"Y",5,20,2
"3095",3,"Vida","S",14,"N",5,21,2
"3096",3,"Vida","S",14,"N",5,22,19
"3097",3,"Vida","S",14,"N",5,23,14
