"","Rep","Line","BL","Chamber","HS","Plant","Spike","GrainNo"
"2389",3,"Hiline","C",12,"Y",5,2,7
"2390",3,"Hiline","F",12,"Y",5,2,11
"2391",3,"Hiline","S",12,"Y",5,2,21
"2392",3,"MTH","C",14,"Y",5,2,26
"2393",3,"Vida","C",14,"Y",5,2,0
"2394",3,"MTH","D",14,"Y",5,2,65
"2395",3,"Vida","D",14,"Y",5,2,20
"2396",3,"MTH","F",14,"Y",5,2,0
"2397",3,"Vida","F",14,"Y",5,2,0
"2398",3,"MTH","H",14,"Y",5,2,45
"2399",3,"Vida","H",14,"Y",5,2,14
"2400",3,"MTH","S",14,"Y",5,2,55
"2401",3,"Vida","S",14,"Y",5,2,10
"2402",3,"Hiline","C",12,"N",1,3,0
"2403",3,"Hiline","D",12,"N",1,3,33
"2404",3,"Hiline","F",12,"N",1,3,26
"2405",3,"Hiline","H",12,"N",1,3,26
"2406",3,"MTH","C",14,"N",1,3,18
"2407",3,"Vida","C",14,"N",1,3,30
"2408",3,"MTH","D",14,"N",1,3,44
"2409",3,"Vida","D",14,"N",1,3,0
"2410",3,"MTH","H",14,"N",1,3,19
"2411",3,"Vida","H",14,"N",1,3,19
"2412",3,"MTH","S",14,"N",1,3,46
"2413",3,"Vida","S",14,"N",1,3,0
"2414",3,"Hiline","C",12,"Y",1,3,2
"2415",3,"Hiline","D",12,"Y",1,3,38
"2416",3,"Hiline","F",12,"Y",1,3,9
"2417",3,"Hiline","H",12,"Y",1,3,3
"2418",3,"Hiline","S",12,"Y",1,3,13
"2419",3,"MTH","C",14,"Y",1,3,15
"2420",3,"Vida","C",14,"Y",1,3,38
"2421",3,"MTH","D",14,"Y",1,3,32
"2422",3,"Vida","F",14,"Y",1,3,28
"2423",3,"MTH","H",14,"Y",1,3,0
"2424",3,"Vida","H",14,"Y",1,3,39
"2425",3,"MTH","S",14,"Y",1,3,16
"2426",3,"Vida","S",14,"Y",1,3,10
"2427",3,"Hiline","C",12,"N",2,3,9
"2428",3,"Hiline","D",12,"N",2,3,36
"2429",3,"Hiline","F",12,"N",2,3,0
"2430",3,"Hiline","H",12,"N",2,3,2
"2431",3,"Hiline","S",12,"N",2,3,29
"2432",3,"MTH","C",14,"N",2,3,0
"2433",3,"MTH","D",14,"N",2,3,41
"2434",3,"Vida","D",14,"N",2,3,1
"2435",3,"MTH","F",14,"N",2,3,26
"2436",3,"Vida","F",14,"N",2,3,31
"2437",3,"MTH","H",14,"N",2,3,5
"2438",3,"Vida","H",14,"N",2,3,14
"2439",3,"Hiline","D",12,"Y",2,3,14
"2440",3,"Hiline","F",12,"Y",2,3,17
"2441",3,"Hiline","H",12,"Y",2,3,12
"2442",3,"Hiline","S",12,"Y",2,3,22
"2443",3,"MTH","C",14,"Y",2,3,5
"2444",3,"Vida","C",14,"Y",2,3,42
"2445",3,"Vida","D",14,"Y",2,3,32
"2446",3,"MTH","S",14,"Y",2,3,30
"2447",3,"Hiline","C",12,"N",3,3,5
"2448",3,"Hiline","D",12,"N",3,3,0
"2449",3,"Hiline","H",12,"N",3,3,27
"2450",3,"Hiline","S",12,"N",3,3,21
"2451",3,"MTH","C",14,"N",3,3,12
"2452",3,"Vida","C",14,"N",3,3,2
"2453",3,"Vida","D",14,"N",3,3,16
"2454",3,"MTH","H",14,"N",3,3,4
"2455",3,"Vida","H",14,"N",3,3,34
"2456",3,"MTH","S",14,"N",3,3,7
"2457",3,"Hiline","C",12,"Y",3,3,2
"2458",3,"Hiline","D",12,"Y",3,3,27
"2459",3,"Hiline","F",12,"Y",3,3,12
"2460",3,"Hiline","H",12,"Y",3,3,9
"2461",3,"Hiline","S",12,"Y",3,3,20
"2462",3,"MTH","C",14,"Y",3,3,33
"2463",3,"Vida","C",14,"Y",3,3,38
"2464",3,"Vida","D",14,"Y",3,3,49
"2465",3,"MTH","F",14,"Y",3,3,20
"2466",3,"MTH","H",14,"Y",3,3,32
"2467",3,"Vida","H",14,"Y",3,3,33
"2468",3,"MTH","S",14,"Y",3,3,0
"2469",3,"Vida","S",14,"Y",3,3,22
"2470",3,"Hiline","C",12,"N",4,3,26
"2471",3,"Hiline","D",12,"N",4,3,0
"2472",3,"Hiline","F",12,"N",4,3,38
"2473",3,"Hiline","S",12,"N",4,3,23
"2474",3,"MTH","C",14,"N",4,3,24
"2475",3,"Vida","C",14,"N",4,3,27
"2476",3,"MTH","D",14,"N",4,3,0
"2477",3,"Vida","D",14,"N",4,3,0
"2478",3,"MTH","F",14,"N",4,3,38
"2479",3,"Vida","F",14,"N",4,3,24
"2480",3,"MTH","H",14,"N",4,3,18
"2481",3,"Vida","H",14,"N",4,3,2
"2482",3,"MTH","S",14,"N",4,3,6
"2483",3,"Vida","S",14,"N",4,3,2
"2484",3,"Hiline","C",12,"Y",4,3,17
"2485",3,"Hiline","D",12,"Y",4,3,5
"2486",3,"Hiline","F",12,"Y",4,3,0
"2487",3,"Hiline","H",12,"Y",4,3,20
"2488",3,"MTH","C",14,"Y",4,3,31
"2489",3,"Vida","C",14,"Y",4,3,28
"2490",3,"MTH","D",14,"Y",4,3,22
"2491",3,"Vida","D",14,"Y",4,3,36
"2492",3,"MTH","F",14,"Y",4,3,12
"2493",3,"Vida","F",14,"Y",4,3,35
"2494",3,"MTH","S",14,"Y",4,3,33
"2495",3,"Vida","S",14,"Y",4,3,36
"2496",3,"Hiline","C",12,"N",5,3,4
"2497",3,"Hiline","D",12,"N",5,3,32
"2498",3,"Hiline","F",12,"N",5,3,39
"2499",3,"Hiline","H",12,"N",5,3,16
"2500",3,"Hiline","S",12,"N",5,3,29
"2501",3,"Vida","C",14,"N",5,3,0
"2502",3,"MTH","D",14,"N",5,3,30
"2503",3,"MTH","F",14,"N",5,3,12
"2504",3,"Vida","F",14,"N",5,3,33
"2505",3,"MTH","H",14,"N",5,3,0
"2506",3,"Vida","H",14,"N",5,3,22
"2507",3,"MTH","S",14,"N",5,3,23
"2508",3,"Vida","S",14,"N",5,3,34
"2509",3,"Hiline","C",12,"Y",5,3,19
"2510",3,"Hiline","F",12,"Y",5,3,18
"2511",3,"Hiline","S",12,"Y",5,3,3
"2512",3,"MTH","C",14,"Y",5,3,29
"2513",3,"Vida","C",14,"Y",5,3,13
"2514",3,"MTH","D",14,"Y",5,3,40
"2515",3,"Vida","D",14,"Y",5,3,15
"2516",3,"MTH","F",14,"Y",5,3,14
"2517",3,"Vida","F",14,"Y",5,3,20
"2518",3,"MTH","H",14,"Y",5,3,21
"2519",3,"Vida","H",14,"Y",5,3,22
"2520",3,"MTH","S",14,"Y",5,3,35
"2521",3,"Vida","S",14,"Y",5,3,41
"2522",3,"Hiline","C",12,"N",1,4,37
"2523",3,"Hiline","D",12,"N",1,4,0
"2524",3,"Hiline","F",12,"N",1,4,18
"2525",3,"Hiline","H",12,"N",1,4,39
"2526",3,"MTH","C",14,"N",1,4,28
"2527",3,"Vida","C",14,"N",1,4,0
"2528",3,"MTH","D",14,"N",1,4,1
"2529",3,"Vida","D",14,"N",1,4,24
"2530",3,"MTH","H",14,"N",1,4,23
"2531",3,"Vida","H",14,"N",1,4,16
"2532",3,"MTH","S",14,"N",1,4,16
"2533",3,"Vida","S",14,"N",1,4,0
"2534",3,"Hiline","C",12,"Y",1,4,18
"2535",3,"Hiline","D",12,"Y",1,4,17
"2536",3,"Hiline","F",12,"Y",1,4,16
"2537",3,"Hiline","H",12,"Y",1,4,42
"2538",3,"Hiline","S",12,"Y",1,4,14
"2539",3,"MTH","C",14,"Y",1,4,5
"2540",3,"Vida","C",14,"Y",1,4,0
"2541",3,"Vida","F",14,"Y",1,4,38
"2542",3,"MTH","H",14,"Y",1,4,0
"2543",3,"Vida","H",14,"Y",1,4,4
"2544",3,"MTH","S",14,"Y",1,4,45
"2545",3,"Vida","S",14,"Y",1,4,29
"2546",3,"Hiline","C",12,"N",2,4,17
"2547",3,"Hiline","D",12,"N",2,4,34
"2548",3,"Hiline","F",12,"N",2,4,0
"2549",3,"Hiline","H",12,"N",2,4,33
"2550",3,"Hiline","S",12,"N",2,4,11
"2551",3,"MTH","C",14,"N",2,4,11
"2552",3,"MTH","D",14,"N",2,4,42
"2553",3,"Vida","D",14,"N",2,4,25
"2554",3,"MTH","F",14,"N",2,4,0
"2555",3,"Vida","F",14,"N",2,4,10
"2556",3,"MTH","H",14,"N",2,4,19
"2557",3,"Vida","H",14,"N",2,4,22
"2558",3,"Hiline","F",12,"Y",2,4,5
"2559",3,"Hiline","H",12,"Y",2,4,18
"2560",3,"Hiline","S",12,"Y",2,4,17
"2561",3,"MTH","C",14,"Y",2,4,39
"2562",3,"Vida","C",14,"Y",2,4,24
"2563",3,"Vida","D",14,"Y",2,4,25
"2564",3,"MTH","S",14,"Y",2,4,23
"2565",3,"Hiline","C",12,"N",3,4,7
"2566",3,"Hiline","D",12,"N",3,4,23
"2567",3,"Hiline","H",12,"N",3,4,47
"2568",3,"Hiline","S",12,"N",3,4,0
"2569",3,"MTH","C",14,"N",3,4,0
"2570",3,"Vida","C",14,"N",3,4,8
"2571",3,"Vida","D",14,"N",3,4,0
"2572",3,"MTH","H",14,"N",3,4,31
"2573",3,"Vida","H",14,"N",3,4,21
"2574",3,"MTH","S",14,"N",3,4,12
"2575",3,"Hiline","C",12,"Y",3,4,12
"2576",3,"Hiline","D",12,"Y",3,4,8
"2577",3,"Hiline","F",12,"Y",3,4,9
"2578",3,"Hiline","H",12,"Y",3,4,12
"2579",3,"Hiline","S",12,"Y",3,4,12
"2580",3,"MTH","C",14,"Y",3,4,1
"2581",3,"Vida","C",14,"Y",3,4,19
"2582",3,"Vida","D",14,"Y",3,4,17
"2583",3,"MTH","H",14,"Y",3,4,20
"2584",3,"Vida","H",14,"Y",3,4,34
"2585",3,"MTH","S",14,"Y",3,4,42
"2586",3,"Vida","S",14,"Y",3,4,18
"2587",3,"Hiline","C",12,"N",4,4,2
"2588",3,"Hiline","D",12,"N",4,4,0
"2589",3,"Hiline","F",12,"N",4,4,14
"2590",3,"Hiline","S",12,"N",4,4,18
"2591",3,"MTH","C",14,"N",4,4,38
"2592",3,"Vida","C",14,"N",4,4,26
"2593",3,"MTH","D",14,"N",4,4,7
"2594",3,"Vida","D",14,"N",4,4,19
"2595",3,"MTH","F",14,"N",4,4,26
"2596",3,"Vida","F",14,"N",4,4,15
"2597",3,"MTH","H",14,"N",4,4,0
"2598",3,"Vida","H",14,"N",4,4,7
"2599",3,"MTH","S",14,"N",4,4,36
"2600",3,"Vida","S",14,"N",4,4,0
"2601",3,"Hiline","C",12,"Y",4,4,19
"2602",3,"Hiline","D",12,"Y",4,4,13
"2603",3,"Hiline","F",12,"Y",4,4,0
"2604",3,"Hiline","H",12,"Y",4,4,2
"2605",3,"Vida","C",14,"Y",4,4,54
"2606",3,"MTH","D",14,"Y",4,4,2
"2607",3,"Vida","D",14,"Y",4,4,20
"2608",3,"MTH","F",14,"Y",4,4,18
"2609",3,"Vida","F",14,"Y",4,4,36
"2610",3,"MTH","S",14,"Y",4,4,28
"2611",3,"Vida","S",14,"Y",4,4,22
"2612",3,"Hiline","C",12,"N",5,4,22
"2613",3,"Hiline","D",12,"N",5,4,0
"2614",3,"Hiline","F",12,"N",5,4,29
"2615",3,"Hiline","H",12,"N",5,4,2
"2616",3,"Hiline","S",12,"N",5,4,26
"2617",3,"Vida","C",14,"N",5,4,4
"2618",3,"MTH","D",14,"N",5,4,1
"2619",3,"MTH","F",14,"N",5,4,6
"2620",3,"Vida","F",14,"N",5,4,6
"2621",3,"MTH","H",14,"N",5,4,2
"2622",3,"Vida","H",14,"N",5,4,6
"2623",3,"MTH","S",14,"N",5,4,0
"2624",3,"Vida","S",14,"N",5,4,28
"2625",3,"Hiline","C",12,"Y",5,4,8
"2626",3,"Hiline","F",12,"Y",5,4,8
"2627",3,"Hiline","S",12,"Y",5,4,6
"2628",3,"MTH","C",14,"Y",5,4,34
"2629",3,"Vida","D",14,"Y",5,4,36
"2630",3,"MTH","F",14,"Y",5,4,14
"2631",3,"Vida","F",14,"Y",5,4,28
"2632",3,"MTH","H",14,"Y",5,4,3
"2633",3,"Vida","H",14,"Y",5,4,13
"2634",3,"MTH","S",14,"Y",5,4,0
"2635",3,"Vida","S",14,"Y",5,4,26
"2636",3,"Hiline","C",12,"N",1,5,0
"2637",3,"Hiline","D",12,"N",1,5,0
"2638",3,"Hiline","F",12,"N",1,5,32
"2639",3,"Hiline","H",12,"N",1,5,19
"2640",3,"Vida","C",14,"N",1,5,1
"2641",3,"MTH","D",14,"N",1,5,5
"2642",3,"Vida","D",14,"N",1,5,22
"2643",3,"MTH","H",14,"N",1,5,29
"2644",3,"Vida","H",14,"N",1,5,44
"2645",3,"MTH","S",14,"N",1,5,42
"2646",3,"Vida","S",14,"N",1,5,4
"2647",3,"Hiline","C",12,"Y",1,5,11
"2648",3,"Hiline","F",12,"Y",1,5,2
"2649",3,"Hiline","H",12,"Y",1,5,15
"2650",3,"Hiline","S",12,"Y",1,5,13
"2651",3,"MTH","C",14,"Y",1,5,18
"2652",3,"Vida","C",14,"Y",1,5,34
"2653",3,"Vida","F",14,"Y",1,5,0
"2654",3,"MTH","H",14,"Y",1,5,17
"2655",3,"MTH","S",14,"Y",1,5,14
"2656",3,"Vida","S",14,"Y",1,5,15
"2657",3,"Hiline","D",12,"N",2,5,3
"2658",3,"Hiline","F",12,"N",2,5,26
"2659",3,"Hiline","H",12,"N",2,5,48
"2660",3,"Hiline","S",12,"N",2,5,2
"2661",3,"MTH","D",14,"N",2,5,42
"2662",3,"Vida","D",14,"N",2,5,33
"2663",3,"MTH","F",14,"N",2,5,40
"2664",3,"Vida","F",14,"N",2,5,8
"2665",3,"Vida","H",14,"N",2,5,0
"2666",3,"Hiline","H",12,"Y",2,5,1
"2667",3,"MTH","C",14,"Y",2,5,14
"2668",3,"Vida","D",14,"Y",2,5,53
"2669",3,"Hiline","C",12,"N",3,5,0
"2670",3,"Hiline","D",12,"N",3,5,0
"2671",3,"Hiline","H",12,"N",3,5,4
"2672",3,"MTH","C",14,"N",3,5,0
"2673",3,"Vida","C",14,"N",3,5,30
"2674",3,"Vida","D",14,"N",3,5,1
"2675",3,"MTH","H",14,"N",3,5,35
"2676",3,"Vida","H",14,"N",3,5,39
"2677",3,"MTH","S",14,"N",3,5,18
"2678",3,"Hiline","C",12,"Y",3,5,14
"2679",3,"Hiline","D",12,"Y",3,5,21
"2680",3,"Hiline","F",12,"Y",3,5,3
"2681",3,"Hiline","H",12,"Y",3,5,0
"2682",3,"Hiline","S",12,"Y",3,5,18
"2683",3,"MTH","C",14,"Y",3,5,26
"2684",3,"Vida","C",14,"Y",3,5,27
"2685",3,"Vida","D",14,"Y",3,5,0
"2686",3,"MTH","H",14,"Y",3,5,21
"2687",3,"Vida","H",14,"Y",3,5,29
"2688",3,"Hiline","C",12,"N",4,5,7
"2689",3,"Hiline","D",12,"N",4,5,23
"2690",3,"Hiline","F",12,"N",4,5,13
"2691",3,"Hiline","S",12,"N",4,5,35
"2692",3,"MTH","C",14,"N",4,5,42
"2693",3,"Vida","C",14,"N",4,5,30
"2694",3,"Vida","D",14,"N",4,5,26
"2695",3,"MTH","F",14,"N",4,5,30
"2696",3,"Vida","F",14,"N",4,5,6
"2697",3,"Vida","H",14,"N",4,5,0
"2698",3,"MTH","S",14,"N",4,5,4
"2699",3,"Vida","S",14,"N",4,5,15
"2700",3,"Hiline","C",12,"Y",4,5,17
"2701",3,"Hiline","D",12,"Y",4,5,23
"2702",3,"Hiline","F",12,"Y",4,5,16
"2703",3,"Hiline","H",12,"Y",4,5,2
"2704",3,"Vida","C",14,"Y",4,5,32
"2705",3,"MTH","D",14,"Y",4,5,0
"2706",3,"Vida","D",14,"Y",4,5,26
"2707",3,"MTH","F",14,"Y",4,5,21
"2708",3,"Vida","F",14,"Y",4,5,27
"2709",3,"MTH","S",14,"Y",4,5,18
"2710",3,"Vida","S",14,"Y",4,5,24
"2711",3,"Hiline","C",12,"N",5,5,0
"2712",3,"Hiline","D",12,"N",5,5,1
"2713",3,"Hiline","F",12,"N",5,5,11
"2714",3,"Hiline","S",12,"N",5,5,26
"2715",3,"Vida","C",14,"N",5,5,0
"2716",3,"MTH","D",14,"N",5,5,22
"2717",3,"MTH","F",14,"N",5,5,35
"2718",3,"Vida","F",14,"N",5,5,36
"2719",3,"MTH","H",14,"N",5,5,22
"2720",3,"Vida","H",14,"N",5,5,25
"2721",3,"MTH","S",14,"N",5,5,0
"2722",3,"Vida","S",14,"N",5,5,9
"2723",3,"Hiline","C",12,"Y",5,5,26
"2724",3,"Hiline","F",12,"Y",5,5,6
"2725",3,"Hiline","S",12,"Y",5,5,9
"2726",3,"MTH","C",14,"Y",5,5,0
"2727",3,"Vida","D",14,"Y",5,5,26
"2728",3,"Vida","F",14,"Y",5,5,14
"2729",3,"MTH","H",14,"Y",5,5,18
"2730",3,"Vida","H",14,"Y",5,5,11
"2731",3,"MTH","S",14,"Y",5,5,46
"2732",3,"Vida","S",14,"Y",5,5,15
"2733",3,"Hiline","C",12,"N",1,6,0
"2734",3,"Hiline","D",12,"N",1,6,5
"2735",3,"Hiline","F",12,"N",1,6,21
"2736",3,"Vida","C",14,"N",1,6,0
"2737",3,"MTH","D",14,"N",1,6,42
"2738",3,"Vida","D",14,"N",1,6,1
"2739",3,"MTH","H",14,"N",1,6,2
"2740",3,"Vida","H",14,"N",1,6,29
"2741",3,"MTH","S",14,"N",1,6,18
"2742",3,"Vida","S",14,"N",1,6,9
"2743",3,"Hiline","C",12,"Y",1,6,19
"2744",3,"Hiline","F",12,"Y",1,6,4
"2745",3,"Hiline","H",12,"Y",1,6,15
"2746",3,"Hiline","S",12,"Y",1,6,5
"2747",3,"MTH","C",14,"Y",1,6,8
"2748",3,"Vida","C",14,"Y",1,6,18
"2749",3,"Vida","F",14,"Y",1,6,21
"2750",3,"MTH","H",14,"Y",1,6,22
"2751",3,"MTH","S",14,"Y",1,6,26
"2752",3,"Vida","S",14,"Y",1,6,29
"2753",3,"Hiline","D",12,"N",2,6,7
"2754",3,"Hiline","F",12,"N",2,6,29
"2755",3,"Hiline","H",12,"N",2,6,27
"2756",3,"Vida","D",14,"N",2,6,1
"2757",3,"MTH","F",14,"N",2,6,21
"2758",3,"Vida","F",14,"N",2,6,32
"2759",3,"Vida","H",14,"N",2,6,3
"2760",3,"Hiline","H",12,"Y",2,6,7
"2761",3,"Hiline","D",12,"N",3,6,0
"2762",3,"Hiline","H",12,"N",3,6,35
"2763",3,"Vida","C",14,"N",3,6,17
"2764",3,"Vida","D",14,"N",3,6,0
"2765",3,"MTH","H",14,"N",3,6,41
"2766",3,"Vida","H",14,"N",3,6,11
"2767",3,"Hiline","C",12,"Y",3,6,5
"2768",3,"Hiline","D",12,"Y",3,6,26
"2769",3,"Hiline","F",12,"Y",3,6,13
"2770",3,"Hiline","H",12,"Y",3,6,1
"2771",3,"Vida","C",14,"Y",3,6,25
"2772",3,"Vida","D",14,"Y",3,6,24
"2773",3,"MTH","H",14,"Y",3,6,30
"2774",3,"Hiline","C",12,"N",4,6,15
"2775",3,"Hiline","D",12,"N",4,6,28
"2776",3,"Hiline","F",12,"N",4,6,0
"2777",3,"MTH","C",14,"N",4,6,14
"2778",3,"Vida","C",14,"N",4,6,3
"2779",3,"Vida","D",14,"N",4,6,14
"2780",3,"MTH","F",14,"N",4,6,43
"2781",3,"Vida","F",14,"N",4,6,1
"2782",3,"Vida","H",14,"N",4,6,1
"2783",3,"Hiline","C",12,"Y",4,6,33
"2784",3,"Hiline","D",12,"Y",4,6,1
"2785",3,"Hiline","F",12,"Y",4,6,21
"2786",3,"Hiline","H",12,"Y",4,6,14
"2787",3,"Vida","C",14,"Y",4,6,38
"2788",3,"Vida","D",14,"Y",4,6,2
"2789",3,"MTH","F",14,"Y",4,6,18
"2790",3,"Vida","F",14,"Y",4,6,1
"2791",3,"Vida","S",14,"Y",4,6,33
"2792",3,"Hiline","C",12,"N",5,6,0
"2793",3,"Hiline","D",12,"N",5,6,27
"2794",3,"Hiline","F",12,"N",5,6,47
"2795",3,"Hiline","S",12,"N",5,6,30
"2796",3,"Vida","C",14,"N",5,6,0
"2797",3,"MTH","D",14,"N",5,6,20
"2798",3,"MTH","F",14,"N",5,6,24
"2799",3,"Vida","F",14,"N",5,6,1
"2800",3,"MTH","H",14,"N",5,6,16
"2801",3,"Vida","H",14,"N",5,6,32
"2802",3,"Vida","S",14,"N",5,6,8
"2803",3,"Hiline","C",12,"Y",5,6,0
"2804",3,"Hiline","S",12,"Y",5,6,16
"2805",3,"MTH","C",14,"Y",5,6,20
"2806",3,"Vida","D",14,"Y",5,6,21
"2807",3,"Vida","F",14,"Y",5,6,16
"2808",3,"MTH","H",14,"Y",5,6,24
"2809",3,"MTH","S",14,"Y",5,6,5
"2810",3,"Vida","S",14,"Y",5,6,26
"2811",3,"Hiline","C",12,"N",1,7,1
"2812",3,"Hiline","D",12,"N",1,7,0
"2813",3,"Hiline","F",12,"N",1,7,21
"2814",3,"Vida","C",14,"N",1,7,0
"2815",3,"Vida","D",14,"N",1,7,33
"2816",3,"Vida","H",14,"N",1,7,27
"2817",3,"MTH","S",14,"N",1,7,11
"2818",3,"Vida","S",14,"N",1,7,7
"2819",3,"Hiline","C",12,"Y",1,7,10
"2820",3,"Hiline","F",12,"Y",1,7,15
"2821",3,"Hiline","H",12,"Y",1,7,11
"2822",3,"Hiline","S",12,"Y",1,7,0
"2823",3,"MTH","C",14,"Y",1,7,11
"2824",3,"Vida","F",14,"Y",1,7,4
"2825",3,"MTH","H",14,"Y",1,7,10
"2826",3,"MTH","S",14,"Y",1,7,0
"2827",3,"Vida","S",14,"Y",1,7,40
"2828",3,"Hiline","D",12,"N",2,7,0
"2829",3,"Hiline","H",12,"N",2,7,14
"2830",3,"Vida","D",14,"N",2,7,14
"2831",3,"MTH","F",14,"N",2,7,1
"2832",3,"Vida","F",14,"N",2,7,7
"2833",3,"Vida","H",14,"N",2,7,21
"2834",3,"Hiline","H",12,"Y",2,7,3
"2835",3,"Hiline","D",12,"N",3,7,0
"2836",3,"Hiline","H",12,"N",3,7,16
"2837",3,"Vida","C",14,"N",3,7,1
"2838",3,"Vida","D",14,"N",3,7,0
"2839",3,"Hiline","C",12,"Y",3,7,12
"2840",3,"Hiline","D",12,"Y",3,7,15
"2841",3,"Hiline","H",12,"Y",3,7,5
"2842",3,"Vida","C",14,"Y",3,7,40
"2843",3,"Vida","D",14,"Y",3,7,16
"2844",3,"MTH","H",14,"Y",3,7,19
"2845",3,"MTH","C",14,"N",4,7,48
"2846",3,"Vida","C",14,"N",4,7,33
"2847",3,"Vida","D",14,"N",4,7,26
"2848",3,"Vida","F",14,"N",4,7,2
"2849",3,"Vida","H",14,"N",4,7,29
"2850",3,"Hiline","D",12,"Y",4,7,7
"2851",3,"Hiline","F",12,"Y",4,7,0
"2852",3,"Hiline","H",12,"Y",4,7,14
"2853",3,"Vida","C",14,"Y",4,7,31
"2854",3,"Vida","D",14,"Y",4,7,31
"2855",3,"Vida","F",14,"Y",4,7,14
"2856",3,"Vida","S",14,"Y",4,7,32
"2857",3,"Hiline","C",12,"N",5,7,0
"2858",3,"Hiline","D",12,"N",5,7,0
"2859",3,"Hiline","F",12,"N",5,7,32
"2860",3,"Hiline","S",12,"N",5,7,16
"2861",3,"Vida","C",14,"N",5,7,3
"2862",3,"MTH","D",14,"N",5,7,24
"2863",3,"MTH","F",14,"N",5,7,1
"2864",3,"Vida","F",14,"N",5,7,9
"2865",3,"MTH","H",14,"N",5,7,0
"2866",3,"Vida","H",14,"N",5,7,1
"2867",3,"Vida","S",14,"N",5,7,27
"2868",3,"Hiline","C",12,"Y",5,7,1
"2869",3,"Hiline","S",12,"Y",5,7,16
"2870",3,"Vida","D",14,"Y",5,7,8
"2871",3,"Vida","F",14,"Y",5,7,0
"2872",3,"MTH","H",14,"Y",5,7,15
"2873",3,"MTH","S",14,"Y",5,7,14
"2874",3,"Hiline","D",12,"N",1,8,19
"2875",3,"Hiline","F",12,"N",1,8,31
"2876",3,"Vida","C",14,"N",1,8,0
"2877",3,"Vida","D",14,"N",1,8,8
"2878",3,"Vida","H",14,"N",1,8,8
"2879",3,"MTH","S",14,"N",1,8,14
"2880",3,"Vida","S",14,"N",1,8,4
"2881",3,"Hiline","C",12,"Y",1,8,17
"2882",3,"Hiline","F",12,"Y",1,8,7
"2883",3,"Hiline","H",12,"Y",1,8,2
"2884",3,"Hiline","S",12,"Y",1,8,15
"2885",3,"Vida","F",14,"Y",1,8,18
"2886",3,"MTH","H",14,"Y",1,8,8
"2887",3,"Vida","S",14,"Y",1,8,36
"2888",3,"Hiline","D",12,"N",2,8,16
"2889",3,"Hiline","H",12,"N",2,8,3
"2890",3,"Vida","D",14,"N",2,8,25
"2891",3,"Vida","F",14,"N",2,8,16
"2892",3,"Vida","H",14,"N",2,8,8
"2893",3,"Hiline","H",12,"Y",2,8,3
"2894",3,"Hiline","D",12,"N",3,8,12
"2895",3,"Hiline","H",12,"N",3,8,35
"2896",3,"Vida","C",14,"N",3,8,22
"2897",3,"Vida","D",14,"N",3,8,25
"2898",3,"Hiline","C",12,"Y",3,8,6
"2899",3,"Hiline","D",12,"Y",3,8,17
"2900",3,"Hiline","H",12,"Y",3,8,0
"2901",3,"Vida","C",14,"Y",3,8,13
"2902",3,"Vida","D",14,"Y",3,8,19
"2903",3,"MTH","H",14,"Y",3,8,19
"2904",3,"MTH","C",14,"N",4,8,2
"2905",3,"Vida","C",14,"N",4,8,29
"2906",3,"Vida","D",14,"N",4,8,33
"2907",3,"Vida","F",14,"N",4,8,4
"2908",3,"Vida","H",14,"N",4,8,33
"2909",3,"Hiline","D",12,"Y",4,8,8
"2910",3,"Hiline","H",12,"Y",4,8,11
"2911",3,"Vida","C",14,"Y",4,8,31
"2912",3,"Vida","D",14,"Y",4,8,0
"2913",3,"Vida","F",14,"Y",4,8,37
"2914",3,"Hiline","F",12,"N",5,8,2
"2915",3,"Hiline","S",12,"N",5,8,27
"2916",3,"Vida","C",14,"N",5,8,2
"2917",3,"MTH","D",14,"N",5,8,0
"2918",3,"MTH","F",14,"N",5,8,39
"2919",3,"Vida","F",14,"N",5,8,36
"2920",3,"Vida","H",14,"N",5,8,15
"2921",3,"Vida","S",14,"N",5,8,11
"2922",3,"Hiline","C",12,"Y",5,8,15
"2923",3,"Hiline","S",12,"Y",5,8,15
"2924",3,"Vida","F",14,"Y",5,8,25
"2925",3,"MTH","H",14,"Y",5,8,17
"2926",3,"MTH","S",14,"Y",5,8,0
"2927",3,"Hiline","F",12,"N",1,9,17
"2928",3,"Vida","C",14,"N",1,9,0
"2929",3,"Vida","D",14,"N",1,9,9
"2930",3,"Vida","H",14,"N",1,9,2
"2931",3,"MTH","S",14,"N",1,9,0
"2932",3,"Vida","S",14,"N",1,9,9
"2933",3,"Hiline","C",12,"Y",1,9,0
"2934",3,"Hiline","F",12,"Y",1,9,7
"2935",3,"Hiline","H",12,"Y",1,9,4
"2936",3,"Hiline","S",12,"Y",1,9,6
"2937",3,"Vida","F",14,"Y",1,9,16
"2938",3,"Vida","S",14,"Y",1,9,29
"2939",3,"Vida","D",14,"N",2,9,0
"2940",3,"Vida","F",14,"N",2,9,17
"2941",3,"Vida","H",14,"N",2,9,0
"2942",3,"Hiline","H",12,"Y",2,9,14
"2943",3,"Vida","C",14,"N",3,9,7
"2944",3,"Vida","D",14,"N",3,9,23
"2945",3,"Hiline","D",12,"Y",3,9,15
"2946",3,"Hiline","H",12,"Y",3,9,12
"2947",3,"Vida","C",14,"Y",3,9,20
"2948",3,"Vida","D",14,"Y",3,9,16
"2949",3,"MTH","C",14,"N",4,9,18
"2950",3,"Vida","D",14,"N",4,9,0
